DOI,Materials type,Materials Name,Electrolyte,Voltage (V),Specific surface area (m2/g),Pore volume (cm3/g),IDIG,N-doped (at%),O-doped (at%),E-type,Current density (A/g),Capacitance (F/g)
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,2,0.5,233
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,2,0.5,217
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,2,1,189
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,2,1,207
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,2,1,222
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,2,2,185
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,2,2,201
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,2,2,216
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,2,5,177
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,2,5,191
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,2,5,215
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,2,10,170
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,2,10,183
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,2,10,208
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,2,15,169
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,2,15,182
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,2,15,207
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,2,20,170
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,2,20,179
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,2,20,206
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,2,25,169
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,2,25,177
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,2,25,205
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,2,30,163
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,2,30,174
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,2,30,202
10.1039/c6ta07927j,AC,CHPCs,pure emimbf4,4,2855.7,1.58,1.74,0.51,5.07,2,0.5,344.1
10.1039/c6ta07927j,AC,HPCs,pure emimbf4,4,1921.7,1.47,1.905,0.93,6.4,2,1,178.7
10.1039/c6ta07927j,AC,CHPCs,pure emimbf4,4,2855.7,1.58,1.74,0.51,5.07,2,1,267
10.1039/c6ta07927j,AC,HPCs,pure emimbf4,4,1921.7,1.47,1.905,0.93,6.4,2,2,167.9
10.1039/c6ta07927j,AC,CHPCs,pure emimbf4,4,2855.7,1.58,1.74,0.51,5.07,2,2,228.6
10.1039/c6ta07927j,AC,HPCs,pure emimbf4,4,1921.7,1.47,1.905,0.93,6.4,2,3,131.1
10.1039/c6ta07927j,AC,CHPCs,pure emimbf4,4,2855.7,1.58,1.74,0.51,5.07,2,3,218.6
10.1039/c6ta07927j,AC,HPCs,pure emimbf4,4,1921.7,1.47,1.905,0.93,6.4,2,4,102.9
10.1039/c6ta07927j,AC,CHPCs,pure emimbf4,4,2855.7,1.58,1.74,0.51,5.07,2,4,209.4
10.1039/c6ta07927j,AC,HPCs,pure emimbf4,4,1921.7,1.47,1.905,0.93,6.4,2,5,76.3
10.1039/c6ta07927j,AC,CHPCs,pure emimbf4,4,2855.7,1.58,1.74,0.51,5.07,2,5,199.4
10.1039/c6ta07927j,AC,HPCs,pure emimbf4,4,1921.7,1.47,1.905,0.93,6.4,2,6,61.6
10.1039/c6ta07927j,AC,HPCs,pure emimbf4,4,1921.7,1.47,1.905,0.93,6.4,2,7,57.1
10.1039/c6ta07927j,AC,CHPCs,pure emimbf4,4,2855.7,1.58,1.74,0.51,5.07,2,7,185.6
10.1039/c6ta07927j,AC,HPCs,pure emimbf4,4,1921.7,1.47,1.905,0.93,6.4,2,8,55
10.1039/c6ta07927j,AC,CHPCs,pure emimbf4,4,2855.7,1.58,1.74,0.51,5.07,2,8,172.5
10.1039/c6ta07927j,AC,HPCs,pure emimbf4,4,1921.7,1.47,1.905,0.93,6.4,2,9,52.8
10.1039/c6ta07927j,AC,CHPCs,pure emimbf4,4,2855.7,1.58,1.74,0.51,5.07,2,9,156.1
10.1039/c6ta07927j,AC,HPCs,pure emimbf4,4,1921.7,1.47,1.905,0.93,6.4,2,10,50.7
10.1039/c6ta07927j,AC,CHPCs,pure emimbf4,4,2855.7,1.58,1.74,0.51,5.07,2,10,149.3
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,KOH,0.8,1591,0.7,0.93,5.27,21,3,0.5,350
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,H2SO4,0.9,1591,0.7,0.93,5.27,21,3,0.5,419
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,KOH,0.8,3047,1.6,0.94,2.28,10,3,0.5,330
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,H2SO4,0.9,3047,1.6,0.94,2.28,10,3,0.5,352
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,KOH,0.8,3068,2,0.98,1.67,7,3,0.5,255
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,H2SO4,0.9,3068,2,0.98,1.67,7,3,0.5,312
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,KOH,0.8,1591,0.7,0.93,5.27,21,3,1,348
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,H2SO4,0.9,1591,0.7,0.93,5.27,21,3,1,386
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,KOH,0.8,3047,1.6,0.94,2.28,10,3,1,328
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,H2SO4,0.9,3047,1.6,0.94,2.28,10,3,1,340
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,KOH,0.8,3068,2,0.98,1.67,7,3,1,247
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,H2SO4,0.9,3068,2,0.98,1.67,7,3,1,301
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,KOH,0.8,1591,0.7,0.93,5.27,21,3,2,344
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,H2SO4,0.9,1591,0.7,0.93,5.27,21,3,2,360
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,KOH,0.8,3047,1.6,0.94,2.28,10,3,2,317
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,H2SO4,0.9,3047,1.6,0.94,2.28,10,3,2,325
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,KOH,0.8,3068,2,0.98,1.67,7,3,2,242
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,H2SO4,0.9,3068,2,0.98,1.67,7,3,2,291
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,KOH,0.8,1591,0.7,0.93,5.27,21,3,4,338
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,H2SO4,0.9,1591,0.7,0.93,5.27,21,3,4,328
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,KOH,0.8,3047,1.6,0.94,2.28,10,3,4,314
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,H2SO4,0.9,3047,1.6,0.94,2.28,10,3,4,312
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,KOH,0.8,3068,2,0.98,1.67,7,3,4,241
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,H2SO4,0.9,3068,2,0.98,1.67,7,3,4,272
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,KOH,0.8,1591,0.7,0.93,5.27,21,3,6,329
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,H2SO4,0.9,1591,0.7,0.93,5.27,21,3,6,312
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,KOH,0.8,3047,1.6,0.94,2.28,10,3,6,302
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,H2SO4,0.9,3047,1.6,0.94,2.28,10,3,6,302
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,KOH,0.8,3068,2,0.98,1.67,7,3,6,237
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,H2SO4,0.9,3068,2,0.98,1.67,7,3,6,262
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,KOH,0.8,1591,0.7,0.93,5.27,21,3,8,328
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,H2SO4,0.9,1591,0.7,0.93,5.27,21,3,8,286
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,KOH,0.8,3047,1.6,0.94,2.28,10,3,8,297
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,H2SO4,0.9,3047,1.6,0.94,2.28,10,3,8,293
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,KOH,0.8,3068,2,0.98,1.67,7,3,8,237
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,H2SO4,0.9,3068,2,0.98,1.67,7,3,8,253
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,KOH,0.8,1591,0.7,0.93,5.27,21,3,10,327
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,H2SO4,0.9,1591,0.7,0.93,5.27,21,3,10,272
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,KOH,0.8,3047,1.6,0.94,2.28,10,3,10,291
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,H2SO4,0.9,3047,1.6,0.94,2.28,10,3,10,287
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,KOH,0.8,3068,2,0.98,1.67,7,3,10,234
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,H2SO4,0.9,3068,2,0.98,1.67,7,3,10,240
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,KOH,0.8,1591,0.7,0.93,5.27,21,3,15,319
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,H2SO4,0.9,1591,0.7,0.93,5.27,21,3,15,250
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,KOH,0.8,3047,1.6,0.94,2.28,10,3,15,275
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,H2SO4,0.9,3047,1.6,0.94,2.28,10,3,15,273
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,KOH,0.8,3068,2,0.98,1.67,7,3,15,229
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,H2SO4,0.9,3068,2,0.98,1.67,7,3,15,226
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,KOH,0.8,1591,0.7,0.93,5.27,21,3,20,311
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,H2SO4,0.9,1591,0.7,0.93,5.27,21,3,20,236
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,KOH,0.8,3047,1.6,0.94,2.28,10,3,20,267
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,H2SO4,0.9,3047,1.6,0.94,2.28,10,3,20,263
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,KOH,0.8,3068,2,0.98,1.67,7,3,20,225
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,H2SO4,0.9,3068,2,0.98,1.67,7,3,20,220
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,KOH,0.8,1591,0.7,0.93,5.27,21,3,25,302
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,H2SO4,0.9,1591,0.7,0.93,5.27,21,3,25,218
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,KOH,0.8,3047,1.6,0.94,2.28,10,3,25,256
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,H2SO4,0.9,3047,1.6,0.94,2.28,10,3,25,254
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,KOH,0.8,3068,2,0.98,1.67,7,3,25,217
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,H2SO4,0.9,3068,2,0.98,1.67,7,3,25,212
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,KOH,0.8,1591,0.7,0.93,5.27,21,3,30,299
10.1039/c6ta06337c,NS-doped porous carbon,AC-550,H2SO4,0.9,1591,0.7,0.93,5.27,21,3,30,206
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,KOH,0.8,3047,1.6,0.94,2.28,10,3,30,249
10.1039/c6ta06337c,NS-doped porous carbon,AC-650,H2SO4,0.9,3047,1.6,0.94,2.28,10,3,30,246
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,KOH,0.8,3068,2,0.98,1.67,7,3,30,212
10.1039/c6ta06337c,NS-doped porous carbon,AC-750,H2SO4,0.9,3068,2,0.98,1.67,7,3,30,207
10.1039/c6ra26141h,porous carbon,A-NSC,KOH,1,2385,1.36,0.8,0,8.3,3,0.5,294
10.1039/c6ra26141h,porous carbon,A-N-MSC1,KOH,1,2795,1.58,0.84,0.95,7.1,3,0.5,360
10.1039/c6ra26141h,porous carbon,A-N-MSC2,KOH,1,3003,1.62,0.86,1.7,5.79,3,0.5,390
10.1039/c6ra26141h,porous carbon,A-NSC,KOH,1,2385,1.36,0.8,0,8.3,3,1,254
10.1039/c6ra26141h,porous carbon,A-N-MSC1,KOH,1,2795,1.58,0.84,0.95,7.1,3,1,312
10.1039/c6ra26141h,porous carbon,A-N-MSC2,KOH,1,3003,1.62,0.86,1.7,5.79,3,1,349
10.1039/c6ra26141h,porous carbon,A-NSC,KOH,1,2385,1.36,0.8,0,8.3,3,2,234
10.1039/c6ra26141h,porous carbon,A-N-MSC1,KOH,1,2795,1.58,0.84,0.95,7.1,3,2,288
10.1039/c6ra26141h,porous carbon,A-N-MSC2,KOH,1,3003,1.62,0.86,1.7,5.79,3,2,333
10.1039/c6ra26141h,porous carbon,A-NSC,KOH,1,2385,1.36,0.8,0,8.3,3,5,221
10.1039/c6ra26141h,porous carbon,A-N-MSC1,KOH,1,2795,1.58,0.84,0.95,7.1,3,5,270
10.1039/c6ra26141h,porous carbon,A-N-MSC2,KOH,1,3003,1.62,0.86,1.7,5.79,3,5,315
10.1039/c6ra26141h,porous carbon,A-NSC,KOH,1,2385,1.36,0.8,0,8.3,3,8,216
10.1039/c6ra26141h,porous carbon,A-N-MSC1,KOH,1,2795,1.58,0.84,0.95,7.1,3,8,261
10.1039/c6ra26141h,porous carbon,A-N-MSC2,KOH,1,3003,1.62,0.86,1.7,5.79,3,8,308
10.1039/c6ra26141h,porous carbon,A-NSC,KOH,1,2385,1.36,0.8,0,8.3,3,10,211
10.1039/c6ra26141h,porous carbon,A-N-MSC1,KOH,1,2795,1.58,0.84,0.95,7.1,3,10,257
10.1039/c6ra26141h,porous carbon,A-N-MSC2,KOH,1,3003,1.62,0.86,1.7,5.79,3,10,305
10.1039/c6ra13689c,NOP-doped porous carbon,SNOPC,KOH,0.9,2335,1.32,1,1.1,11,3,0.5,315
10.1039/c6ra13689c,NOP-doped porous carbon,SNOPC,KOH,0.9,2335,1.32,1,1.1,11,3,1,284
10.1039/c6ra13689c,NOP-doped porous carbon,SNOPC,KOH,0.9,2335,1.32,1,1.1,11,3,2,245
10.1039/c6ra13689c,NOP-doped porous carbon,SNOPC,KOH,0.9,2335,1.32,1,1.1,11,3,5,220
10.1039/c6ra13689c,NOP-doped porous carbon,SNOPC,KOH,0.9,2335,1.32,1,1.1,11,3,10,205
10.1039/c6ra06424h,porous carbon,PCPAC-2,KOH,1,679,1.63,0.83,0,0,2,1,306
10.1039/c6ra06424h,porous carbon,PCPAC-2,KOH,1,679,1.63,0.83,0,0,2,2,289
10.1039/c6ra06424h,porous carbon,PCPAC-2,KOH,1,679,1.63,0.83,0,0,2,5,274
10.1039/c6ra06424h,porous carbon,PCPAC-2,KOH,1,679,1.63,0.83,0,0,2,8,266
10.1039/c6ra06424h,porous carbon,PCPAC-2,KOH,1,679,1.63,0.83,0,0,2,10,262
10.1039/c6ra06424h,porous carbon,PCPAC-2,KOH,1,679,1.63,0.83,0,0,2,15,243
10.1039/c6ra06424h,porous carbon,PCPAC-2,KOH,1,679,1.63,0.83,0,0,2,30,205
10.1039/c6nr08987a,N-doped porous carbon,MWCNT/NPC-S,H2SO4,0.9,642.5,0.53,1.53,10.969,4.735,3,2,198.6
10.1039/c6nr08987a,N-doped porous carbon,NPC-L,H2SO4,0.9,999.7,0.79,1.72,10.193,4.335,3,2,157.1
10.1039/c6nr08987a,N-doped porous carbon,MWCNT/NPC-M,H2SO4,0.9,884.6,0.57,1.53,10.081,3.52,3,2,229
10.1039/c6nr08987a,N-doped porous carbon,MWCNT/NPC-L,H2SO4,0.9,928.2,0.64,1.53,10.454,2.492,3,2,302.2
10.1039/c6nr08987a,N-doped porous carbon,MWCNT/NPC-S,H2SO4,0.9,642.5,0.53,1.53,10.969,4.735,3,3,190
10.1039/c6nr08987a,N-doped porous carbon,NPC-L,H2SO4,0.9,999.7,0.79,1.72,10.193,4.335,3,3,149.3
10.1039/c6nr08987a,N-doped porous carbon,MWCNT/NPC-M,H2SO4,0.9,884.6,0.57,1.53,10.081,3.52,3,3,220.8
10.1039/c6nr08987a,N-doped porous carbon,MWCNT/NPC-L,H2SO4,0.9,928.2,0.64,1.53,10.454,2.492,3,3,279.4
10.1039/c6nr08987a,N-doped porous carbon,MWCNT/NPC-S,H2SO4,0.9,642.5,0.53,1.53,10.969,4.735,3,5,182.8
10.1039/c6nr08987a,N-doped porous carbon,NPC-L,H2SO4,0.9,999.7,0.79,1.72,10.193,4.335,3,5,137.7
10.1039/c6nr08987a,N-doped porous carbon,MWCNT/NPC-M,H2SO4,0.9,884.6,0.57,1.53,10.081,3.52,3,5,211.4
10.1039/c6nr08987a,N-doped porous carbon,MWCNT/NPC-L,H2SO4,0.9,928.2,0.64,1.53,10.454,2.492,3,5,257.2
10.1039/c6nr08987a,N-doped porous carbon,MWCNT/NPC-S,H2SO4,0.9,642.5,0.53,1.53,10.969,4.735,3,10,172.1
10.1039/c6nr08987a,N-doped porous carbon,NPC-L,H2SO4,0.9,999.7,0.79,1.72,10.193,4.335,3,10,118.3
10.1039/c6nr08987a,N-doped porous carbon,MWCNT/NPC-M,H2SO4,0.9,884.6,0.57,1.53,10.081,3.52,3,10,200
10.1039/c6nr08987a,N-doped porous carbon,MWCNT/NPC-L,H2SO4,0.9,928.2,0.64,1.53,10.454,2.492,3,10,247.8
10.1039/c6nr08987a,CNT,mwcnt,H2SO4,0.9,282,1.28,1.1,0,0,3,2,81.5
10.1039/c6nr08987a,CNT,mwcnt,H2SO4,0.9,282,1.28,1.1,0,0,3,3,77.7
10.1039/c6nr08987a,CNT,mwcnt,H2SO4,0.9,282,1.28,1.1,0,0,3,5,74.2
10.1039/c6nr08987a,CNT,mwcnt,H2SO4,0.9,282,1.28,1.1,0,0,3,10,71.5
10.1039/c6nr02155g,carbon nanosheet,MDC-700,KOH,1,773,0.68,2.95,0,3.6,2,0.5,142
10.1039/c6nr02155g,carbon nanosheet,MDC-900,KOH,1,1766,1.45,2.5,0,3.6,2,0.5,220
10.1039/c6nr02155g,carbon nanosheet,CDC-900,KOH,1,910,0.88,2.9,0,0,2,0.5,160
10.1039/c6nr02155g,carbon nanosheet,MDC-700,KOH,1,773,0.68,2.95,0,3.6,2,1,137
10.1039/c6nr02155g,carbon nanosheet,MDC-900,KOH,1,1766,1.45,2.5,0,3.6,2,1,215
10.1039/c6nr02155g,carbon nanosheet,CDC-900,KOH,1,910,0.88,2.9,0,0,2,1,156
10.1039/c6nr02155g,carbon nanosheet,MDC-700,KOH,1,773,0.68,2.95,0,3.6,2,2,131
10.1039/c6nr02155g,carbon nanosheet,MDC-900,KOH,1,1766,1.45,2.5,0,3.6,2,2,209
10.1039/c6nr02155g,carbon nanosheet,CDC-900,KOH,1,910,0.88,2.9,0,0,2,2,143
10.1039/c6nr02155g,carbon nanosheet,MDC-700,KOH,1,773,0.68,2.95,0,3.6,2,4,111
10.1039/c6nr02155g,carbon nanosheet,MDC-900,KOH,1,1766,1.45,2.5,0,3.6,2,4,195
10.1039/c6nr02155g,carbon nanosheet,CDC-900,KOH,1,910,0.88,2.9,0,0,2,4,123
10.1039/c6nr02155g,carbon nanosheet,MDC-700,KOH,1,773,0.68,2.95,0,3.6,2,6,99
10.1039/c6nr02155g,carbon nanosheet,MDC-900,KOH,1,1766,1.45,2.5,0,3.6,2,6,194
10.1039/c6nr02155g,carbon nanosheet,CDC-900,KOH,1,910,0.88,2.9,0,0,2,6,111
10.1039/c6nr02155g,carbon nanosheet,MDC-700,KOH,1,773,0.68,2.95,0,3.6,2,8,87
10.1039/c6nr02155g,carbon nanosheet,MDC-900,KOH,1,1766,1.45,2.5,0,3.6,2,8,188
10.1039/c6nr02155g,carbon nanosheet,CDC-900,KOH,1,910,0.88,2.9,0,0,2,8,102
10.1039/c6nr02155g,carbon nanosheet,MDC-700,KOH,1,773,0.68,2.95,0,3.6,2,10,84
10.1039/c6nr02155g,carbon nanosheet,MDC-900,KOH,1,1766,1.45,2.5,0,3.6,2,10,187
10.1039/c6nr02155g,carbon nanosheet,CDC-900,KOH,1,910,0.88,2.9,0,0,2,10,100
10.1039/c6nr02155g,carbon nanosheet,MDC-700,KOH,1,773,0.68,2.95,0,3.6,2,20,72
10.1039/c6nr02155g,carbon nanosheet,MDC-900,KOH,1,1766,1.45,2.5,0,3.6,2,20,158
10.1039/c6nr02155g,carbon nanosheet,CDC-900,KOH,1,910,0.88,2.9,0,0,2,20,88
10.1039/c5ta10170k,B-doped carbon,BC-MS-700-14,H2SO4,1,1460,1.7678,0.96,0,0,2,0.1,160
10.1039/c5ra26263a,porous carbon,AACS-1,KOH,1,951.7,0.46,1.64,0,0,3,0.5,123
10.1039/c5ra26263a,porous carbon,AACS-2,KOH,1,1379.4,0.69,1.91,0,0,3,0.5,139
10.1039/c5ra26263a,porous carbon,AACS-3,KOH,1,1636.2,0.74,1.92,0,0,3,0.5,148
10.1039/c5ra26263a,porous carbon,AACS-4,KOH,1,1748.2,0.83,1.93,0,0,3,0.5,177
10.1039/c5ra26263a,porous carbon,AACS-5,KOH,1,2006.9,0.92,1.95,0,0,3,0.5,200
10.1039/c5ra26263a,porous carbon,AACS-6,KOH,1,2178.2,1.01,1.97,0,0,3,0.5,222
10.1039/c5ra26263a,porous carbon,AACS-1,KOH,1,951.7,0.46,1.64,0,0,3,5,112
10.1039/c5ra26263a,porous carbon,AACS-2,KOH,1,1379.4,0.69,1.91,0,0,3,5,125
10.1039/c5ra26263a,porous carbon,AACS-3,KOH,1,1636.2,0.74,1.92,0,0,3,5,134
10.1039/c5ra26263a,porous carbon,AACS-4,KOH,1,1748.2,0.83,1.93,0,0,3,5,156
10.1039/c5ra26263a,porous carbon,AACS-5,KOH,1,2006.9,0.92,1.95,0,0,3,5,175
10.1039/c5ra26263a,porous carbon,AACS-6,KOH,1,2178.2,1.01,1.97,0,0,3,5,210
10.1039/c5ra26263a,porous carbon,AACS-1,KOH,1,951.7,0.46,1.64,0,0,3,20,96
10.1039/c5ra26263a,porous carbon,AACS-2,KOH,1,1379.4,0.69,1.91,0,0,3,20,114
10.1039/c5ra26263a,porous carbon,AACS-3,KOH,1,1636.2,0.74,1.92,0,0,3,20,124
10.1039/c5ra26263a,porous carbon,AACS-4,KOH,1,1748.2,0.83,1.93,0,0,3,20,136
10.1039/c5ra26263a,porous carbon,AACS-5,KOH,1,2006.9,0.92,1.95,0,0,3,20,160
10.1039/c5ra26263a,porous carbon,AACS-6,KOH,1,2178.2,1.01,1.97,0,0,3,20,195
10.1039/c5ra11179j,porous carbon,CAC2,KOH,1,2548.6,1.54,0.96,0,0,3,0.5,239
10.1039/c5ra11179j,porous carbon,CAC2,KOH,1,2548.6,1.54,0.96,0,0,3,1,226.1
10.1039/c5ra11179j,porous carbon,CAC2,KOH,1,2548.6,1.54,0.96,0,0,3,2,217.3
10.1039/c5ra11179j,porous carbon,CAC2,KOH,1,2548.6,1.54,0.96,0,0,3,3,206.5
10.1039/c5ra11179j,porous carbon,CAC2,KOH,1,2548.6,1.54,0.96,0,0,3,5,199
10.1039/c5ra11179j,porous carbon,CAC2,KOH,1,2548.6,1.54,0.96,0,0,3,8,196.4
10.1039/c5ra07807e,porous carbon,HPC-9d,TEABF4/AN,2.7,1549,0.81,0.86,0,8.5,2,0.2,115
10.1039/c5ra07807e,porous carbon,HPC-9,TEABF4/AN,2.7,1007,0.62,0.85,0,7.3,2,0.2,38
10.1039/c5ra07807e,porous carbon,MPC-9,TEABF4/AN,2.7,648,0.33,0.83,0,0,2,0.2,1.9
10.1039/c5ra07807e,porous carbon,HPC-9d,TEABF4/AN,2.7,1549,0.81,0.86,0,8.5,2,5,89
10.1039/c5ra07807e,porous carbon,HPC-9,TEABF4/AN,2.7,1007,0.62,0.85,0,7.3,2,5,6
10.1039/c5ra07807e,porous carbon,MPC-9,TEABF4/AN,2.7,648,0.33,0.83,0,0,2,5,2
10.1039/c5ra07807e,porous carbon,HPC-9d,TEABF4/AN,2.7,1549,0.81,0.86,0,8.5,2,10,72
10.1039/c5ra07807e,porous carbon,HPC-9,TEABF4/AN,2.7,1007,0.62,0.85,0,7.3,2,10,1
10.1039/c5ra07807e,porous carbon,MPC-9,TEABF4/AN,2.7,648,0.33,0.83,0,0,2,10,1
10.1039/c5ra07807e,porous carbon,HPC-9d,TEABF4/AN,2.7,1549,0.81,0.86,0,8.5,2,20,58
10.1039/c5ra07807e,porous carbon,HPC-9d,KOH,0.9,1549,0.81,0.86,0,8.5,2,0.2,175.2
10.1039/c5ra07807e,porous carbon,HPC-9,KOH,0.9,1007,0.62,0.85,0,7.3,2,0.2,147.2
10.1039/c5ra07807e,porous carbon,MPC-9,KOH,0.9,648,0.33,0.83,0,0,2,0.2,174.4
10.1039/c5ra07807e,porous carbon,HPC-9d,KOH,0.9,1549,0.81,0.86,0,8.5,2,1,154
10.1039/c5ra07807e,porous carbon,HPC-9,KOH,0.9,1007,0.62,0.85,0,7.3,2,1,144
10.1039/c5ra07807e,porous carbon,MPC-9,KOH,0.9,648,0.33,0.83,0,0,2,1,162
10.1039/c5ra07807e,porous carbon,HPC-9d,KOH,0.9,1549,0.81,0.86,0,8.5,2,5,141
10.1039/c5ra07807e,porous carbon,HPC-9,KOH,0.9,1007,0.62,0.85,0,7.3,2,5,128
10.1039/c5ra07807e,porous carbon,HPC-9d,KOH,0.9,1549,0.81,0.86,0,8.5,2,10,136
10.1039/c5ra07807e,porous carbon,HPC-9,KOH,0.9,1007,0.62,0.85,0,7.3,2,10,121
10.1039/c5ra07807e,porous carbon,MPC-9,KOH,0.9,648,0.33,0.83,0,0,2,10,118
10.1039/c5ra07807e,porous carbon,HPC-9d,KOH,0.9,1549,0.81,0.86,0,8.5,2,20,12
10.1039/c5ra07807e,porous carbon,HPC-9,KOH,0.9,1007,0.62,0.85,0,7.3,2,20,104
10.1039/c5ra07807e,porous carbon,MPC-9,KOH,0.9,648,0.33,0.83,0,0,2,20,84
